State/ Territory1,suburbName,"value1","value2","Tax on taxable income
$","value3","value4","Australian annuities and superannuation income streams taxable component untaxed element
$","Reportable employer superannuation contributions
$","value5","value6","value7","People with private health insurance
no.","Work related travel expenses
$","Total work related self education expenses
$","value8","value9","value10","value11","value12","Net rent3
$"
NSW,2448,4453,214144066,37373397,3554917,150928527,4073864,1758659,2061683,1913572,11531487,2060,379383,170602,4874200,336963,4853016,43293412,9522005,2530840
NSW,2449,1081,43199377,6811422,701375,32354343,399533,346908,563718,137921,2681555,410,107129,42351,1051489,57371,653013,13015990,2338226,709339
NSW,2450,26831,1528096479,302991919,27103587,1117096232,11486277,15165357,19972256,16151231,74301353,14363,3280950,1604447,37154278,3984903,38112447,358254655,87187694,20122210
NSW,2452,8346,441005445,80235632,7708466,346423701,3994001,4056602,4042888,2938248,24959291,4153,769376,457024,11092210,731287,7547777,62107533,20744604,4285125
NSW,2453,1524,65449700,11313349,1100585,44201972,491012,529127,1824727,994420,4037375,927,130435,33093,1312386,178892,3332632,29276229,4259464,1194046
NSW,2454,4428,231680917,43981683,4012322,155795389,2629479,2324724,3974573,2344616,17660063,2198,408208,233492,4961213,614373,7731480,61284710,12692272,3908708
NSW,2455,1629,84730350,15655335,1468681,62371974,941814,666194,1076251,896079,3691252,866,156972,130738,2152024,188605,3397933,13560746,5014144,1419903
NSW,2456,10162,511088921,93839381,8778976,396648459,3710547,4484887,5839007,2654292,25315903,4937,2175663,558990,15963507,915804,12820023,100694953,26836564,6194609
NSW,2460,15267,762364108,135084866,13207263,616162418,5250658,6802268,7125967,4902284,31715829,7251,2199180,764802,19865989,1569197,9883291,131685709,36557862,8207796
NSW,2462,1306,61808994,10916138,1058136,46102318,434889,475697,462431,743524,2014370,609,137782,40293,1396605,67724,1694002,14387589,3221175,928889
NSW,2463,4262,207180516,37833265,3617680,152635485,2079521,1755060,3101681,1445785,9689395,2239,454939,188632,4802205,232613,4348353,44962345,10466593,2657914
NSW,2464,3820,203944224,39910834,3538522,129468874,2493325,1930581,3442469,2984370,10469364,2133,296958,159347,4136376,304521,7485321,53848385,14199032,3661543
NSW,2465,214,9426233,1485408,150795,6766459,130821,43634,28320,83073,555787,103,34402,13524,270116,14018,215945,2706234,411261,99314
NSW,2466,750,33352452,5684092,546478,20846263,382174,232626,849182,365332,1161541,381,118191,29125,845693,44424,787391,7632979,2526509,811326
NSW,2469,1979,76606207,12690709,1268563,55849104,334987,403618,1175178,550417,3623411,894,203092,137070,1950470,405491,2232782,20011510,3617498,1047145
NSW,2470,7789,367889900,61307618,6369040,304569270,1801804,2441969,2655638,1709611,16726999,3687,1212820,381346,9570611,598403,4295849,76671141,13162405,3054051
NSW,2471,1394,65576848,11510911,1148655,52923349,97862,327672,590691,194364,3156643,684,157299,89867,1728099,63653,593908,17780051,2929489,486190
NSW,2472,1147,54483674,9212616,942822,42826486,148495,453844,882098,184451,3377247,568,221244,55708,1462022,71178,1486697,20185588,2249804,609678
NSW,2473,1555,86391120,17566757,1517921,59626889,1145490,1079689,1428514,1584765,4624055,889,113789,61243,1797938,124980,6309861,16948178,5465212,1214699
NSW,2474,3316,147670247,25694747,2525960,111654405,738479,1602418,1714236,1098034,7633911,1683,364537,170393,3755780,220824,3650848,49436914,7119212,1979776
NSW,2475,192,8163450,1467090,132445,6045619,0,42678,54449,11859,223561,102,15829,10316,198731,9650,206195,2169541,110182,-16322
NSW,2476,364,15802103,2972527,264878,10580282,256728,109726,249750,113023,586032,223,53722,5235,363964,30382,125495,3660639,890409,342551
NSW,2477,7475,417497920,82735060,7433099,296101971,3064757,4521794,7677360,3934256,23822918,4519,512587,328012,8622221,1201607,10846700,91390820,24074268,6936591
NSW,2478,18898,1130488616,234147868,20182184,749826274,8738073,11404505,19504695,13064014,58862023,11027,1578316,1239462,24391168,3231166,49743381,270381611,75905892,20471970
NSW,2479,3650,364666547,109708665,6865399,145125609,1682539,1680124,4799499,10362947,16444421,2230,299234,241575,4210047,3342599,78243471,79371680,25864276,8762291
NSW,2480,25592,1356646250,252313069,23879257,1018281188,7389134,12323278,17020078,8291463,102305418,13488,1837848,1544021,31264849,2604085,27995045,310362279,67158423,17364933
NSW,2481,9477,707281550,180206203,12687638,345189324,2229420,4075326,11824861,13697540,37607576,4455,1514651,752597,12967396,2330043,85756639,199625781,70796566,24979208
NSW,2482,4387,238053761,49312775,4037836,120561578,1057281,1234406,3586581,7168019,19700520,1902,355592,202105,4066504,962311,13285009,74303424,21953262,8430852
NSW,2483,7116,395234392,77666849,6901664,236685586,2030493,2516592,5426873,3933293,30656739,3278,790518,386377,8651049,1800329,25367654,156849816,29346765,9289789
NSW,2484,10905,551217260,102158255,9518549,377843695,3356149,4834616,7557547,3734617,34076655,5243,1470184,427460,14110416,1402448,29479878,137940974,32666153,9019661
NSW,2485,8166,443494041,85082102,7607141,310592055,5611537,4314972,4197401,4412891,26471141,3970,988929,525088,11686450,936092,13368284,78434986,25552288,6214366
NSW,2486,17763,966414357,182847899,16909950,710507958,11343042,9355058,10052366,7244838,58440537,9400,2044709,888882,25433257,1480715,23405141,188748105,43211039,8977920
NSW,2487,8741,610863769,141817838,11223938,397167601,4298471,6025531,10061927,7780033,32574120,5708,1041516,468614,13049482,1092691,33713842,128756191,40929870,8106808
NSW,2488,2084,129104414,27555882,2314786,87695175,476162,1254392,1349859,625845,8431158,1097,314568,98439,3179475,147855,2796473,26068577,6842423,1692715
NSW,2489,4240,239584206,46336608,4258964,179904687,1736524,1841315,2382392,1643113,14636337,2467,578063,186334,6539225,372136,5614536,42375783,11205465,2485651
NSW,2490,412,24252468,4833183,445106,17299737,239097,212979,258854,252858,1835496,227,68594,15289,653571,34535,497789,7760067,1301692,339400
NSW,2500,25929,1640282439,347439810,29161059,1291633785,5814099,17545417,13549897,15215542,162590124,14486,2032676,2848173,40258255,4299500,44930204,240758767,90431683,16056523
NSW,2502,5827,303127186,53217790,5166257,253731573,412966,2713221,1359306,1106455,20847080,2216,356564,373502,8980451,581584,3578666,40493925,12225667,2361433
NSW,2505,2687,168093078,34220472,3063805,138779059,254593,2026668,976554,1057472,11245280,1396,204913,224763,4715679,320460,7274150,16798236,8888544,1217343
NSW,2506,3785,208408578,38295777,3688419,178385763,309654,2113631,938987,877504,12893821,1621,380363,257265,6323482,484667,1991620,28042358,8071459,1225288
NSW,2508,5712,420984616,95647875,7950500,350343356,2119957,4518600,3243318,3096379,20295744,4192,817063,457690,10497227,968161,6775835,69153910,20200743,1876042
NSW,2515,7339,637676837,164434076,12066856,458469959,4331361,8123067,7930666,8089963,31220638,5384,743020,594526,12427104,1824312,25802924,116830227,41372721,7238919
NSW,2516,4099,339854648,83506278,6438039,264646875,1071459,4030713,4111111,2786806,15504344,2982,358653,344572,7982690,784753,10303432,61505004,18124466,1532069
NSW,2517,7790,547223949,122223303,10160803,451141633,1469328,7246020,4994565,4112519,28190563,5391,652459,530463,14286552,1142492,13461772,56490054,23409586,2039412
NSW,2518,10852,690270654,142892287,12660403,565824884,2573711,8289206,5888025,4449310,45151230,6546,910823,765495,18722292,1874816,17426082,90939650,35836177,6364687
NSW,2519,9860,666101142,146550040,12175461,516644940,2236485,7844218,6785469,8691479,44236005,6357,777941,753155,15750986,1671183,13741166,88080228,39872505,7982646
NSW,2520,143,8731963,1771101,156484,6174132,28241,151228,145800,88056,311518,79,22969,3668,229234,12247,78144,1681863,501440,85097
NSW,2525,7238,500838394,110595330,9277716,413797762,1594646,6244983,4747447,4823404,28218616,4890,529392,748392,12948972,1162212,12245716,60991335,26869286,4282115
NSW,2526,9522,641923713,137850436,11911054,530901500,1151986,7998274,5012219,5495289,37188520,6094,722388,751264,15890328,1451000,12463232,75781777,30862202,4950511
NSW,2527,14922,913377483,178329856,16778114,815799095,2284489,8065222,3316888,3287513,45396205,8319,1697623,910236,29562116,1391625,11355496,95875362,25638387,1611342
NSW,2528,11814,667360834,126279456,11792357,556843264,2395253,6833269,4306684,2805964,28066472,5402,1299008,699937,20866578,1079258,10214327,67647508,27788339,5791599
NSW,2529,16822,1100323328,231051624,20220375,923252696,4629006,12653365,8498084,8024103,51160539,10379,1460179,1298137,31286295,1769517,21735661,129155364,58967540,8235607
NSW,2530,19399,1180804120,236173605,21587355,1023056142,2584499,11718131,5495430,5676683,54878887,10800,1820395,1185329,34773067,2084457,26399845,118584621,38477534,4025155
NSW,2533,10238,700657385,161280489,12816906,493973556,7355360,9006245,9581127,13368312,32100593,7194,846561,765872,15402379,2883282,35025924,129818348,43704958,9535834
NSW,2534,3457,260925187,64394936,4710157,171431039,2545484,2911484,3811903,5458755,11621830,2397,236836,205666,4943490,731966,18286666,43904463,17866879,4210114
NSW,2535,4294,295871586,70005615,5309886,183595355,4425006,3016448,5426974,4668788,11592890,3050,278345,230891,5070529,976137,20223919,75468977,22628383,6308477
NSW,2536,10407,527653536,96154226,8948547,351239857,24758446,4565469,7600177,6505259,19366486,5113,593048,450850,11404661,1084030,15778077,167608945,25799610,6770252
NSW,2537,7301,384468746,73491985,6745465,255727250,23109184,3858821,5725605,3580257,16364487,3973,515025,414143,7924944,848637,13201532,119042656,20011588,5452799
NSW,2538,1458,86965087,18937144,1540483,51649543,1863251,1070440,2029795,1520288,4136074,887,136005,103758,1623245,243137,4307158,21830617,4952834,1113796
NSW,2539,10854,556275933,102503248,9511377,378673902,15239979,5844140,9233536,5555990,24604874,5658,895353,540815,12951592,1140309,19164986,131104740,33996312,9982536
NSW,2540,24526,1373725964,267185596,22797470,1004486209,28070761,12166621,15406998,10769365,56829915,12949,2066026,1574717,34370988,2740600,47174661,262225825,83233776,22930015
NSW,2541,14468,801272827,149623058,13089718,631331935,13710703,6050389,5760908,3509703,39117194,6585,1280541,892107,20377568,1528519,11353586,118418885,29689275,5701475
NSW,2545,692,34267454,6697338,614060,22496333,2036081,275579,446979,505705,999012,361,56720,14384,690019,67456,705023,13636873,1477708,559894
NSW,2546,5270,257180149,47480664,4268361,148964949,13038683,2611594,4662577,4301304,9484363,3020,253920,234278,4721793,689398,12752847,63788133,16570023,5432132
NSW,2548,5051,276249150,53495904,4806787,177139121,12023513,3100567,4113974,3665648,10411595,3183,323079,226584,4564515,466742,8338080,55035977,16420158,3827020
NSW,2549,2377,126112883,23660727,2239338,87556054,1955688,1350744,1776733,1147166,5006560,1420,260337,82731,2324546,522917,3201118,28896695,6090437,1815232
NSW,2550,9936,503174088,93922848,8913088,362907535,12128636,4635047,7947467,4757693,24479296,5546,949461,489898,9324859,1285497,17781627,129799243,25580982,7528828
NSW,2551,2045,99880761,17419002,1677448,71098010,2261802,1127220,835097,1051417,2884336,1147,179297,100944,1916348,109583,1607932,14498990,4350486,1174530
NSW,2555,96,5321194,1015160,87979,4245659,0,16791,5000,23646,235871,48,4428,4674,124223,11372,73718,147564,709374,76733
NSW,2556,1407,126614423,35188814,2373984,66285778,194521,715742,707376,6681680,4393855,780,179737,46422,2015093,681125,10964429,19565323,11479260,2931356
NSW,2557,11341,781899951,164341730,14628952,692254002,949768,3497296,1925530,3288695,49203298,6028,1553834,936229,24501100,2250293,18890435,63289842,37136854,1240440
NSW,2558,6356,369719281,69084634,6752082,335731598,1353176,2847415,830025,683860,23837294,2627,802945,370715,11190211,878055,2632482,24467337,11533448,-1262089
NSW,2559,1271,60606070,10115082,984039,50569222,348726,99500,57400,179241,4715236,236,119385,88674,1867895,283884,208998,5535426,1839327,-35307
NSW,2560,44238,2557532482,483433481,45939491,2256298943,8957578,15901062,7307325,7039921,166277205,17592,5187979,2811578,73983244,6512903,30514894,232122121,90165227,1098431
NSW,2563,144,7997066,1457785,145270,6464403,0,25817,75000,74657,592655,69,1558,18243,215179,5379,75403,3250360,324694,27829
NSW,2564,7115,368486340,64174457,6396431,323118558,1453872,2156891,713686,547440,26040741,2137,710780,585263,9808333,1126204,2886551,55777475,14904604,-670653
NSW,2565,17825,1136342300,234963190,20647963,979428740,2676329,6839888,3467399,7128225,72195107,7854,1699251,1484552,30258868,2981700,28703780,161603947,58435249,359303
NSW,2566,15261,854326961,156654746,15243801,761186540,2471581,6048113,2576952,1374068,54382844,5798,1733161,878644,24483704,2297583,7437227,87477685,33462226,-1602222
NSW,2567,24727,1733107354,373597750,32522623,1530701904,4233408,12740082,5921851,6853296,84068014,14522,3177415,1561170,51723282,3283868,40894664,163896112,73420210,-3615180
NSW,2568,668,45673137,10410317,845806,34134826,356025,472956,360784,677240,1929560,471,62756,13735,980680,197194,3021307,6008724,3029680,358483
NSW,2569,858,68875201,17066480,1306955,49110610,236722,709862,335019,684198,1974248,525,130996,30161,1525200,95147,12171694,4917384,3741291,616281
NSW,2570,35901,2543730148,559389551,47855309,2149208190,4818584,18579814,10531329,24005449,121095125,21006,4514722,2800533,73675074,5230966,69828263,246362795,107679216,3290787
NSW,2571,7900,563239972,124145649,10637279,478600688,1389442,5243182,3227719,4628237,20400902,5152,1145693,440067,15521885,975928,12347228,63070856,24115728,705692
NSW,2572,2987,193901517,40254378,3597903,165825106,515983,1567590,837968,1515104,8842113,1707,493639,206760,5906763,347445,4269782,17688651,7640312,622833
NSW,2573,3170,192193326,37265692,3525605,168490091,274726,1218522,655291,608818,8751278,1560,339153,157059,5630186,281946,2009805,18932017,6103484,455234
NSW,2574,3385,207520667,41160161,3807514,179907118,1048427,1845683,608695,1114010,8138455,1867,438478,225600,6150069,292125,3555939,27618120,9785713,1156357
NSW,2575,10589,730736112,167036875,13341322,523861192,4002413,5746062,6625590,15764876,27085238,6301,1241595,582460,16130003,1970368,27075827,117998728,37644089,8105685
NSW,2576,8652,1024162795,330279384,19348524,402772033,9748285,6682313,8781237,20242544,22002834,6501,786243,522906,10066278,8914642,373924535,170229487,43328050,10977594
NSW,2577,9724,691914765,167595035,12730390,449769613,5408165,5247970,8329724,8257230,25005175,6233,880031,571875,12301810,2382802,49158248,127738732,38264145,8078232
NSW,2578,1635,94736035,20663375,1653551,59320281,2445530,877640,1348297,1747713,3549183,1133,121443,56790,1747354,564021,4223504,20327402,6736968,2037950
NSW,2579,2572,156379930,33455844,2839665,119555177,1372584,1181215,1330986,1993764,5041153,1575,289346,166786,3464399,690815,4619847,27311583,7877229,1582606
NSW,2580,17160,1028385664,205511609,18575823,851467900,9105808,9265009,7200469,7519294,38327851,9178,2082231,1315721,25556156,1913374,19992595,137830504,38030470,7075242
NSW,2581,1447,92004501,20086013,1749253,75208102,2553439,907589,957365,686871,2832689,969,194130,112128,2044468,230382,1582461,20970226,3876497,762686
NSW,2582,8356,608368685,138387771,11244485,481894719,25453595,5430577,6601314,4122927,19404829,5894,1093983,552930,11479827,1413613,13777172,70481826,26042720,3126658
NSW,2583,2558,138951804,28043009,2513415,87177630,2016265,1227666,3737307,1268409,4866947,1654,292259,96048,3117704,231115,2908975,43286605,5566533,1445129
NSW,2584,312,18662099,3987073,341258,12330156,306627,77314,253390,104185,872457,201,45562,11176,373587,26475,1059983,4490111,852236,181385
NSW,2585,175,8989639,1938314,168327,4730391,79171,76437,276405,275073,591636,118,6091,1938,160479,9849,125891,1879974,1176316,564001
NSW,2586,1528,79554892,16071246,1445319,57696499,1206515,863880,1725152,855223,3686769,977,236794,52160,2274276,89366,2077200,24820492,4627187,1095505
NSW,2587,1478,81219298,15992061,1465243,57108797,1240743,756786,1521624,990530,2924733,916,468732,87367,2234793,140739,1063035,15009921,3576849,955305
NSW,2588,223,16034531,3835465,297667,7683249,18428,128316,635996,258202,411365,149,62019,610,287056,43150,609512,1612352,1050176,394649
NSW,2590,3650,193443803,37771099,3470075,146150820,1977906,2270884,3964570,2111967,7620721,2169,702909,148614,4645530,374964,3560694,40997873,8068500,2301139
NSW,2594,6466,343278924,66033133,6133692,252720093,2064018,2942062,6705145,3843201,13169507,3667,968522,350938,8797058,472511,7218261,83000542,14904167,3053863
NSW,2618,914,94591378,26906186,1825964,51115789,3586834,1037913,1393045,2732653,2699157,693,37593,40678,941626,200715,4890220,9334858,5839164,823217
NSW,2619,6316,596129493,150100740,10520895,486521153,24815413,5607758,4476656,3226738,17762648,4786,570248,589656,9916121,1178655,9713363,34441710,29130684,-628951
NSW,2620,28820,2169756955,482722323,38625451,1805521132,79439132,17037955,14228060,12539770,74846676,17165,3110496,2588736,42818204,4992804,34484550,186911560,93577537,6539434
NSW,2621,4447,370809055,88872779,6801722,297052060,16359639,3040708,3262393,2420559,11505452,3295,483803,306632,7088501,818444,9891061,43135295,17985015,896468
NSW,2622,2439,139437694,30639845,2568907,109636155,4700206,1182068,1734467,2098080,6326034,1587,144679,103501,2564148,676992,4034654,35539190,8210574,2401633
NSW,2623,360,23390265,4674212,424466,20845996,656497,124588,67511,24534,886434,196,79581,18665,618628,28665,207404,1708443,501939,26829
NSW,2624,52,3085891,682717,48759,2158035,0,1485,25000,200562,304669,25,23944,0,100940,2738,1597,45990,121154,14201
NSW,2625,196,12577570,2721442,222823,7188398,241391,126422,219500,109008,323739,126,40386,12599,348779,16314,1004827,2803636,1566073,352291
NSW,2626,309,19872709,4042512,373286,17446852,769511,282275,105700,141934,451265,200,22325,5914,411626,50298,446804,1252325,899426,25618
NSW,2627,3404,215280998,44431636,3958252,162089775,1378241,1928195,2217056,1911757,11525299,2467,604519,285762,6003571,263879,9649664,41384598,18560641,5049792
NSW,2628,1208,63328820,11812981,1125415,48697911,922047,589584,853179,304601,4251693,839,131746,68526,1807361,98560,1500915,18409126,4051416,1072009
NSW,2629,265,14329797,2794265,249620,9126327,761357,94659,307170,110926,652538,168,18479,11596,230928,27966,227634,2847991,1124870,438844
NSW,2630,5141,305349883,61301365,5382980,239245272,6726852,3555242,3468699,2542109,13023251,3166,748204,394814,7317423,855424,3945071,46457216,15260813,3945078
NSW,2631,355,17866957,3605080,323924,12854893,316188,91487,410092,66583,968847,209,84056,12488,466994,22064,473729,4282557,695671,147088
NSW,2632,1134,64165104,12632537,1120619,51090031,531441,736068,1004799,677013,2448032,644,195120,41161,1909186,69839,468155,9617851,1889036,529722
NSW,2633,183,8275721,1425593,141493,6045412,42634,154776,185920,40662,372769,97,37126,4032,199688,8156,52477,1605463,173427,42304
NSW,2640,24012,1535491739,325261716,27867208,1144811734,12099384,17702247,21644235,15266743,78643226,15650,2936524,1705789,34410394,2998633,55474543,214131520,57954951,10372619
NSW,2641,8984,459479665,79104546,7877698,374126267,3009043,3800287,4029299,2112939,21033448,4553,1425269,458766,12038677,656445,4176658,71660386,11817812,2671960
NSW,2642,3296,180461693,35310940,3309721,132686813,1316993,1625682,5261803,959357,7093468,2340,423355,108659,3864573,645457,3134162,41275320,8167720,2386757
NSW,2643,1746,87521466,15281285,1551186,71502566,1001145,832240,636621,349059,2997665,996,571975,107155,2771296,155920,1404476,9975834,3075199,610237
NSW,2644,1411,85212257,20356841,1615093,53443304,741834,677701,2232082,908698,3613821,999,267321,52720,1842533,148616,5542626,14899388,3436391,712226
NSW,2645,229,12120818,2275093,217136,7074691,178902,64957,166000,117167,543470,151,96854,19796,312634,11351,43951,4637901,350507,25383
NSW,2646,3993,203939939,38644141,3645600,157190796,1242947,2699191,4440180,1934302,8128345,2439,810069,219502,5252385,403481,5179189,25806064,7880368,2101235
NSW,2647,1451,72110440,12948952,1269859,53218658,944915,846324,1440940,946299,2985617,674,211013,53010,1906520,76620,1230721,12079042,3054411,737381
NSW,2648,1291,60903566,11931232,1099850,44618850,197810,443459,1603120,470641,2464070,706,198723,38232,1599637,62465,1219899,22574101,1691385,412208
NSW,2650,36171,2297272418,476775861,41019753,1774384794,11955464,21390678,30139765,23550016,124549004,21635,5095344,3167973,53033243,5244567,43969387,370331403,94956035,18046239
NSW,2651,1346,77220304,13894109,1275400,70455581,708857,384502,159831,72745,3978476,635,219276,96756,2054751,101854,217498,7303608,2043603,281303
NSW,2652,2937,155841924,32295510,2966828,115414009,740191,1219196,3863515,1060685,6597270,1967,471006,135577,3553166,228593,1336888,51075965,6768424,1358425
NSW,2653,1395,75686535,14690473,1383345,59402702,666172,907499,1502183,642023,2356084,895,78344,72998,1577993,116522,1309386,20647509,3351202,948560
NSW,2655,828,45747645,8831338,830959,35489533,493953,328712,798156,231717,1812926,592,246504,58420,1247677,59061,768842,8762994,2075685,308730
NSW,2656,756,40089383,8114554,744920,25575717,174903,336741,1661893,189462,1949940,553,155229,26196,853640,74321,1451681,10798099,2137825,751763
NSW,2658,770,37820205,6989996,654630,23886723,313395,306928,895821,321466,1776134,542,138978,45706,889899,83090,595705,8050445,1633184,419917
NSW,2659,498,25013598,4586343,433273,15984324,159239,242369,607332,293978,1080872,356,104806,20320,517947,49339,418735,5613878,841391,245684
NSW,2660,860,45744857,8702491,830585,35094088,173376,359929,547186,313288,1669594,554,185778,74744,1214719,112280,876869,9136506,1614404,539017
NSW,2661,132,9213831,1903023,65845,8911763,0,32180,2600,67878,549293,42,3681,8015,325409,17520,67042,230637,486765,7635
NSW,2663,2580,140820266,26535063,2421332,117011163,776361,1245442,1790053,712792,5544219,1396,551331,110684,3353693,304787,1092007,14799835,4971532,1250402
NSW,2665,1184,53913516,10933647,1001962,34404071,316823,360745,2530651,414972,3009829,817,83144,33846,1111279,83379,832142,26474535,2083638,716419
NSW,2666,3195,159366399,31976489,2980357,120073275,976140,1820405,4226700,1373270,6262692,2091,534647,173184,4014151,350995,2673855,42094451,6768310,1788413
NSW,2668,211,10579708,2063808,193282,6152217,0,27097,614797,108301,484930,124,38106,696,210411,17273,260643,1462892,382721,130134
NSW,2669,879,34488624,6624918,675536,25165310,61523,196176,1368250,154645,1645225,647,144650,3015,937936,45708,949860,17123867,1982844,558023
NSW,2671,2329,140091132,29526352,2548274,108736321,194642,1284849,2489908,1782090,4061896,1509,330350,94571,2467411,183322,2460541,40429708,5536302,1594338
NSW,2672,858,43884011,8339293,777930,29819802,27117,269194,1141796,676030,1346943,521,37465,17568,784688,241771,636569,15785489,1648909,530069
NSW,2675,1027,47207580,8900738,846778,41266949,93967,420738,1036239,182453,1783438,557,252371,54516,1606624,86226,774975,16594438,1766535,344641
NSW,2680,16608,943221847,181569574,16658679,755579586,1321695,8252368,14610950,8364469,30601202,8788,2317918,1055363,22214171,2976901,11111709,131260132,39415210,10807828
NSW,2681,1095,61306723,11964244,1113842,50331467,54014,648530,877464,430665,1610857,713,87358,66748,1258636,71144,569275,6587912,1620110,395977
NSW,2700,2699,141452524,26129416,2502870,108468668,413647,1131433,2804385,975828,6103663,1367,365365,102619,3222202,247739,1970970,26144128,5767818,1167952
NSW,2701,1433,87065207,18004521,1590590,62218991,497956,679230,1371867,305292,3324623,950,147215,68115,1813354,130474,1200869,15119388,3295385,984143
NSW,2702,418,25246520,5167554,453391,14716614,68794,100283,269409,121071,957073,226,14824,8117,407450,67818,72100,6983374,683580,117699
NSW,2703,417,20613994,3527861,355383,17405443,53245,113011,268285,55565,712761,186,39174,6641,485468,30665,433059,2258476,654900,61063
NSW,2705,6033,318894571,61961544,5837579,269266009,294428,2914278,3932232,2539543,10975085,3488,726925,257417,7420892,579199,3888701,49096787,11809742,1889804
NSW,2706,655,36936509,7278418,665058,29819725,6886,279685,327254,194998,868208,333,101337,36363,939818,89892,282956,4195946,993687,166686
NSW,2707,846,32168125,8594189,766738,27765329,57206,237516,1379738,1628802,1962814,640,98024,7373,846765,56453,1788237,12576479,1644601,307494
NSW,2710,5781,275046320,53063270,5106430,222628433,791649,3084730,5216084,4366667,11684724,3746,1064745,267174,7562488,526140,5491352,93314261,9724073,2337764
NSW,2711,1844,93163537,17956696,1727188,70977747,283548,960821,1403942,711593,3787636,1061,271872,73183,2471984,123273,3035817,25880425,3368574,819224
NSW,2712,738,33170204,5792652,570164,23967433,39643,387055,634544,392954,1679937,475,169936,19165,875201,58127,972013,13127685,1317881,539332
NSW,2713,1553,68615869,12685185,1211717,54863243,85065,748678,1975329,743514,3980597,1039,273943,54981,2055666,166612,1525187,24595077,2234771,286986
NSW,2714,1550,76418099,14250454,1315307,55556273,280079,890914,1114608,994738,2786041,837,364614,52244,2386176,102514,2637415,15211827,3438444,916604
NSW,2715,855,44509536,8263316,771991,34028178,186250,287435,1164636,424556,1351496,483,299904,42021,1589311,64359,1885685,12101457,1392658,83691
NSW,2716,666,40119303,9950319,770595,23195043,207283,512130,1642916,700322,2050520,467,75679,67847,755588,47974,9204425,7540766,1512088,135934
NSW,2717,617,30348523,5390723,529858,22364629,99397,242148,284700,314093,789253,318,126895,11424,891299,28294,370652,11479209,709506,270036
NSW,2720,4598,273951815,54101516,4985379,227857238,960050,3322846,3676239,1968853,8607320,2805,591903,213309,5639409,327387,3058867,38092509,8560177,1832864
NSW,2721,115,3101871,655620,66323,2376038,0,23082,141594,14175,178042,83,7712,139,78283,7453,114322,2726658,317437,204837
NSW,2722,1851,93737232,17839469,1650311,72842757,469200,730939,1511207,880085,3581825,1014,347410,52897,2461313,98840,2220349,20136750,2744110,632831
NSW,2725,156,8397933,1678827,148984,5579494,38919,71020,357168,102868,288150,98,14304,4919,201533,9329,388152,6569750,150936,-1786
NSW,2726,195,9408659,1823857,176999,5679221,114064,69009,500788,80752,772099,127,22653,13945,217591,10363,437273,2493307,726210,267735
NSW,2727,245,17016439,4534433,330772,8949760,26767,242886,771434,950693,580419,177,61336,2150,399946,30179,2122901,5899034,1153347,652722
NSW,2729,970,56305679,11245171,1019592,42311835,237691,469590,638052,591898,1665316,642,223028,46947,1319591,104922,249534,19349074,2088505,371761
NSW,2730,762,37745461,6599631,654114,30625421,246829,348363,473634,266799,1077958,418,73395,22924,779008,53742,247236,3506295,1052528,177871
NSW,2731,4082,235733002,47204689,4272534,167481163,939597,2351554,4334824,3352385,9169288,2174,449102,270137,6124851,398948,8488777,39852401,8181327,1373298
NSW,2732,1075,50468569,9387181,888568,35540330,165248,620316,1568756,613967,2549958,634,149177,26353,1214922,69308,1181241,8564570,3221713,640354
NSW,2733,349,15135825,3623772,328920,12153367,25100,122505,685106,280529,975245,173,44712,15815,495491,16052,61519,4259414,395136,58574
NSW,2734,193,11902564,2914714,231121,7293328,6841,290451,467095,94650,619743,125,11245,10804,189447,38400,382174,2015479,434180,72933
NSW,2735,191,7073546,1014967,112339,5641151,1875,44560,64552,16251,319340,75,12771,9207,168213,12245,109737,1338184,311752,65166
NSW,2736,244,13386662,2645271,234939,8548875,23801,97077,381086,107427,530671,100,97438,12680,480143,39946,209857,3998972,359099,156029
NSW,2737,495,26818747,5619653,483382,18577516,25725,99982,582814,356344,893785,224,64296,33845,623668,16663,3027872,33028439,627676,27619
NSW,2738,1230,78124932,16988069,1486891,60048360,244868,1031616,1314326,1209028,2824939,858,208497,46146,2092600,78938,3112509,6819512,2760424,381754
NSW,2739,842,50504567,10418626,899607,36374514,53776,479199,1057099,718294,1555565,504,188922,46925,1272604,363872,504923,4707002,1820283,482437
NSW,2745,19244,1464751822,336846310,27739024,1205841093,4483308,12500114,7610123,21132164,65766747,11805,2684277,1397678,38139862,2476731,44647705,136429798,78234060,3124097
NSW,2747,29977,1862111603,364307253,34103929,1687606903,6443020,10908672,4544758,4187989,97757123,13357,4171292,2499351,55466376,3525443,18142287,226995716,64563603,-1188774
NSW,2748,1248,109809748,29229509,2078795,58209851,232301,1340597,1365932,2663494,3903738,858,170828,63203,1691645,169555,16445303,28330359,12812036,2563297
NSW,2749,9927,651149493,134565507,12087070,567319570,2314578,5021919,3130619,4476851,30983288,5139,1436476,530296,18336240,1212444,7928157,60232642,28639491,126441
NSW,2750,28046,1792031409,364072951,32835534,1561850786,8798083,13738952,5905703,9521572,102181595,13995,3623581,2043793,49190479,3487582,23746146,162062052,73207821,1943099
NSW,2751,179,11960008,2504009,219137,10264636,88049,200206,83099,110918,298022,101,45774,4072,429868,23766,186767,1628590,1055451,180214
